札番号,単語数,総文字数,単語リスト
11,73,262,わたのはら　や/わたの/たの原/八十島/十島か/島かけ/かけて/漕ぎ出/ぎ出で/出でぬ/でぬと/たのは/のはら/やそし/そしま/しまか/まかけ/こぎい/ぎいで/いでぬ/わたの原/八十島か/十島かけ/島かけて/漕ぎ出で/ぎ出でぬ/出でぬと/わたのは/たのはら/やそしま/そしまか/しまかけ/まかけて/こぎいで/ぎいでぬ/いでぬと/わた/たの/の原/八十/十島/島か/かけ/けて/漕ぎ/ぎ出/出で/でぬ/ぬと/のは/はら/やそ/そし/しま/まか/こぎ/ぎい/いで/わたのはら　やわたの/わたのたの原/たの原八十島/八十島十島か/十島か島かけ/島かけかけて/かけて漕ぎ出/漕ぎ出ぎ出で/ぎ出で出でぬ/出でぬでぬと/でぬとたのは/たのはのはら/のはらやそし/やそしそしま/そし
12,72,262,あまつ/天つ風/雲の通/の通ひ/通ひ路/吹き閉/き閉ぢ/閉ぢよ/まつか/つかぜ/くもの/ものか/のかよ/かよひ/よひぢ/ふきと/きとぢ/とぢよ/雲の通ひ/の通ひ路/吹き閉ぢ/き閉ぢよ/あまつか/まつかぜ/くものか/ものかよ/のかよひ/かよひぢ/ふきとぢ/きとぢよ/天つ/つ風/雲の/の通/通ひ/ひ路/吹き/き閉/閉ぢ/ぢよ/あま/まつ/つか/かぜ/くも/もの/のか/かよ/よひ/ひぢ/ふき/きと/とぢ/あまつ天つ風/天つ風雲の通/雲の通の通ひ/の通ひ通ひ路/通ひ路吹き閉/吹き閉き閉ぢ/き閉ぢ閉ぢよ/閉ぢよまつか/まつかつかぜ/つかぜくもの/くものものか/ものかのかよ/のかよかよひ/かよひよひぢ/よひぢふきと/ふきときとぢ/きとぢとぢよ/とぢよ雲の通ひ/雲の通ひの
13,72,262,つく/筑波嶺/波嶺の/峰より/より落/り落つ/落つる/男女川/つくば/くばね/ばねの/みねよ/ねより/よりお/りおつ/おつる/みなの/なのが/のがは/筑波嶺の/峰より落/より落つ/り落つる/つくばね/くばねの/みねより/ねよりお/よりおつ/りおつる/みなのが/なのがは/筑波/波嶺/嶺の/峰よ/より/り落/落つ/つる/男女/女川/くば/ばね/ねの/みね/ねよ/りお/おつ/みな/なの/のが/がは/つく筑波嶺/筑波嶺波嶺の/波嶺の峰より/峰よりより落/より落り落つ/り落つ落つる/落つる男女川/男女川つくば/つくばくばね/くばねばねの/ばねのみねよ/みねよねより/ねよりよりお/よりおりおつ/りおつおつる/おつるみなの/みなのなのが/なのがのがは/のがは筑波嶺の/筑波
14,62,262,みち/陸奥の/しのぶ/のぶも/ぶもぢ/もぢず/ぢずり/誰ゆゑ/ゆゑに/みちの/ちのく/のくの/たれゆ/れゆゑ/しのぶも/のぶもぢ/ぶもぢず/もぢずり/誰ゆゑに/みちのく/ちのくの/たれゆゑ/れゆゑに/陸奥/奥の/しの/のぶ/ぶも/もぢ/ぢず/ずり/誰ゆ/ゆゑ/ゑに/ちの/のく/くの/たれ/れゆ/みち陸奥の/陸奥のしのぶ/しのぶのぶも/のぶもぶもぢ/ぶもぢもぢず/もぢずぢずり/ぢずり誰ゆゑ/誰ゆゑゆゑに/ゆゑにみちの/みちのちのく/ちのくのくの/のくのたれゆ/たれゆれゆゑ/れゆゑしのぶも/しのぶものぶもぢ/のぶもぢぶもぢず/ぶもぢずもぢずり/もぢずり誰ゆゑに/誰ゆゑにみちのく/みちのくちのくの/ちのくのたれゆゑ/たれゆゑれゆゑに/れゆゑに陸
15,74,262,きみがため　は/君がた/がため/春の野/の野に/野に出/に出で/出でて/若菜摘/菜摘む/きみが/みがた/はるの/るのの/ののに/のにい/にいで/いでて/わかな/かなつ/なつむ/君がため/春の野に/の野に出/野に出で/に出でて/若菜摘む/きみがた/みがため/はるのの/るののに/ののにい/のにいで/にいでて/わかなつ/かなつむ/君が/がた/ため/春の/の野/野に/に出/出で/でて/若菜/菜摘/摘む/きみ/みが/はる/るの/のの/のに/にい/いで/わか/かな/なつ/つむ/きみがため　は君がた/君がたがため/がため春の野/春の野の野に/の野に野に出/野に出に出で/に出で出でて/出でて若菜摘/若菜摘菜摘む/菜摘むきみが/きみがみがた/みがたはるの/はるのるのの/るのののの
16,74,262,たち/立ち別/ち別れ/いなば/なばの/ばの山/の山の/峰に生/に生ふ/生ふる/たちわ/ちわか/わかれ/ばのや/のやま/やまの/みねに/ねにお/におふ/おふる/立ち別れ/いなばの/なばの山/ばの山の/峰に生ふ/に生ふる/たちわか/ちわかれ/なばのや/ばのやま/のやまの/みねにお/ねにおふ/におふる/立ち/ち別/別れ/いな/なば/ばの/の山/山の/峰に/に生/生ふ/ふる/ちわ/わか/かれ/のや/やま/まの/みね/ねに/にお/おふ/たち立ち別/立ち別ち別れ/ち別れいなば/いなばなばの/なばのばの山/ばの山の山の/の山の峰に生/峰に生に生ふ/に生ふ生ふる/生ふるたちわ/たちわちわか/ちわかわかれ/わかればのや/ばのやのやま/のやまやまの/やまのみねに/みねにねにお/ねに
17,68,262,ちは/ちはや/はやぶ/やぶる/神代も/代も聞/も聞か/聞かず/竜田川/かみよ/みよも/よもき/もきか/きかず/たつた/つたが/たがは/ちはやぶ/はやぶる/神代も聞/代も聞か/も聞かず/かみよも/みよもき/よもきか/もきかず/たつたが/つたがは/はや/やぶ/ぶる/神代/代も/も聞/聞か/かず/竜田/田川/かみ/みよ/よも/もき/きか/たつ/つた/たが/がは/ちはちはや/ちはやはやぶ/はやぶやぶる/やぶる神代も/神代も代も聞/代も聞も聞か/も聞か聞かず/聞かず竜田川/竜田川かみよ/かみよみよも/みよもよもき/よもきもきか/もきかきかず/きかずたつた/たつたつたが/つたがたがは/たがはちはやぶ/ちはやぶはやぶる/はやぶる神代も聞/神代も聞代も聞か/代も聞か
18,69,262,す/住の江/の江の/岸に寄/に寄る/寄る波/よるさ/るさへ/さへや/すみの/みのえ/のえの/きしに/しによ/による/よるな/るなみ/住の江の/岸に寄る/に寄る波/よるさへ/るさへや/すみのえ/みのえの/きしによ/しによる/によるな/よるなみ/住の/の江/江の/岸に/に寄/寄る/る波/よる/るさ/さへ/へや/すみ/みの/のえ/えの/きし/しに/によ/るな/なみ/す住の江/住の江の江の/の江の岸に寄/岸に寄に寄る/に寄る寄る波/寄る波よるさ/よるさるさへ/るさへさへや/さへやすみの/すみのみのえ/みのえのえの/のえのきしに/きしにしによ/しによによる/によるよるな/よるなるなみ/るなみ住の江の/住の江の岸に寄る/岸に寄るに寄る波/に寄る波よるさへ/よるさへ
19,68,262,なにはが/難波潟/短き蘆/き蘆の/ふしの/しの間/の間も/なには/にはが/はがた/みじか/じかき/かきあ/きあし/あしの/しのま/のまも/短き蘆の/ふしの間/しの間も/にはがた/みじかき/じかきあ/かきあし/きあしの/ふしのま/しのまも/難波/波潟/短き/き蘆/蘆の/ふし/しの/の間/間も/なに/には/はが/がた/みじ/じか/かき/きあ/あし/のま/まも/なにはが難波潟/難波潟短き蘆/短き蘆き蘆の/き蘆のふしの/ふしのしの間/しの間の間も/の間もなには/なにはにはが/にはがはがた/はがたみじか/みじかじかき/じかきかきあ/かきあきあし/きあしあしの/あしのしのま/しのまのまも/のまも短き蘆の/短き蘆のふしの間/ふしの間しの間も/しの間もにはがた/には
20,63,262,わび/わびぬ/びぬれ/ぬれば/今はた/はたお/たおな/おなじ/難波な/波なる/いまは/まはた/なには/にはな/はなる/わびぬれ/びぬれば/今はたお/はたおな/たおなじ/難波なる/いまはた/まはたお/なにはな/にはなる/びぬ/ぬれ/れば/今は/はた/たお/おな/なじ/難波/波な/なる/いま/まは/なに/には/はな/わびわびぬ/わびぬびぬれ/びぬれぬれば/ぬれば今はた/今はたはたお/はたおたおな/たおなおなじ/おなじ難波な/難波な波なる/波なるいまは/いまはまはた/まはたなには/なにはにはな/にはなはなる/はなるわびぬれ/わびぬれびぬれば/びぬれば今はたお/今はたおはたおな/はたおなたおなじ/たおなじ難波なる/難波なるいまはた/いまはたまはたお
21,65,262,いまこ/今来む/来むと/言ひし/ひしば/しばか/ばかり/かりに/長月の/まこむ/こむと/いひし/ながつ/がつき/つきの/今来むと/言ひしば/ひしばか/しばかり/ばかりに/いまこむ/まこむと/いひしば/ながつき/がつきの/今来/来む/むと/言ひ/ひし/しば/ばか/かり/りに/長月/月の/いま/まこ/こむ/いひ/なが/がつ/つき/きの/いまこ今来む/今来む来むと/来むと言ひし/言ひしひしば/ひしばしばか/しばかばかり/ばかりかりに/かりに長月の/長月のまこむ/まこむこむと/こむといひし/いひしながつ/ながつがつき/がつきつきの/つきの今来むと/今来むと言ひしば/言ひしばひしばか/ひしばかしばかり/しばかりばかりに/ばかりにいまこむ/いまこむまこむと
22,66,262,ふ/吹くか/くから/からに/秋の草/の草木/草木の/しをる/をるれ/るれば/ふくか/あきの/きのく/のくさ/くさき/さきの/吹くから/くからに/秋の草木/の草木の/しをるれ/をるれば/ふくから/あきのく/きのくさ/のくさき/くさきの/吹く/くか/から/らに/秋の/の草/草木/木の/しを/をる/るれ/れば/ふく/あき/きの/のく/くさ/さき/ふ吹くか/吹くかくから/くからからに/からに秋の草/秋の草の草木/の草木草木の/草木のしをる/しをるをるれ/をるれるれば/るればふくか/ふくかあきの/あきのきのく/きのくのくさ/のくさくさき/くさきさきの/さきの吹くから/吹くからくからに/くからに秋の草木/秋の草木の草木の/の草木のしをるれ/しをるれをるればあ
23,63,262,つき/月見れ/見れば/ちぢに/ぢにも/にもの/ものこ/のこそ/悲しけ/しけれ/つきみ/きみれ/みれば/かなし/なしけ/月見れば/ちぢにも/ぢにもの/にものこ/ものこそ/悲しけれ/つきみれ/きみれば/かなしけ/なしけれ/月見/見れ/れば/ちぢ/ぢに/にも/もの/のこ/こそ/悲し/しけ/けれ/きみ/みれ/かな/なし/つき月見れ/月見れ見れば/見ればちぢに/ちぢにぢにも/ぢにもにもの/にものものこ/ものこのこそ/のこそ悲しけ/悲しけしけれ/しけれつきみ/つきみきみれ/きみれみれば/みればかなし/かなしなしけ/なしけ月見れば/月見ればちぢにも/ちぢにもぢにもの/ぢにものにものこ/にものこものこそ/ものこそ悲しけれ/悲しけれつきみれ/つきみれきみれば
24,68,262,この/このた/のたび/たびは/ぬさも/さも取/も取り/取りあ/りあへ/あへず/手向山/さもと/もとり/とりあ/たむけ/むけや/けやま/このたび/のたびは/ぬさも取/さも取り/も取りあ/取りあへ/りあへず/ぬさもと/さもとり/もとりあ/とりあへ/たむけや/むけやま/のた/たび/びは/ぬさ/さも/も取/取り/りあ/あへ/へず/手向/向山/もと/とり/たむ/むけ/けや/やま/このこのた/このたのたび/のたびたびは/たびはぬさも/ぬさもさも取/さも取も取り/も取り取りあ/取りありあへ/りあへあへず/あへず手向山/手向山さもと/さもともとり/もとりとりあ/とりあたむけ/たむけむけや/むけやけやま/けやまこのたび/このたびのたびは/のたびはぬさも取/ぬさも取さも
25,71,262,なにし/名にし/にし負/し負は/負はば/逢坂山/坂山の/さねか/ねかづ/かづら/にしお/しおは/おはば/あふさ/ふさか/さかや/かやま/やまの/名にし負/にし負は/し負はば/逢坂山の/さねかづ/ねかづら/なにしお/にしおは/しおはば/あふさか/ふさかや/さかやま/かやまの/名に/にし/し負/負は/はば/逢坂/坂山/山の/さね/ねか/かづ/づら/なに/しお/おは/あふ/ふさ/さか/かや/やま/まの/なにし名にし/名にしにし負/にし負し負は/し負は負はば/負はば逢坂山/逢坂山坂山の/坂山のさねか/さねかねかづ/ねかづかづら/かづらにしお/にしおしおは/しおはおはば/おはばあふさ/あふさふさか/ふさかさかや/さかやかやま/かやまやまの/やまの名にし負/名にし負に
26,69,262,をぐ/小倉山/峰のも/のもみ/もみぢ/みぢ葉/心あら/あらば/をぐら/ぐらや/らやま/みねの/ねのも/みぢば/こころ/ころあ/ろあら/峰のもみ/のもみぢ/もみぢ葉/心あらば/をぐらや/ぐらやま/みねのも/ねのもみ/もみぢば/こころあ/ころあら/ろあらば/小倉/倉山/峰の/のも/もみ/みぢ/ぢ葉/心あ/あら/らば/ぐら/らや/やま/みね/ねの/ぢば/ここ/ころ/ろあ/おぐ/をぐ小倉山/小倉山峰のも/峰のものもみ/のもみもみぢ/もみぢみぢ葉/みぢ葉心あら/心あらあらば/あらばをぐら/をぐらぐらや/ぐらやらやま/らやまみねの/みねのねのも/ねのもみぢば/みぢばこころ/こころころあ/ころあろあら/ろあら峰のもみ/峰のもみのもみぢ/のもみぢもみぢ葉/もみぢ葉心あ
27,66,262,みかの/かの原/わきて/きて流/て流る/流るる/かのは/のはら/きてな/てなが/ながる/がるる/いづみ/づみが/みがは/みかの原/わきて流/きて流る/て流るる/みかのは/かのはら/わきてな/きてなが/てながる/ながるる/いづみが/づみがは/みか/かの/の原/わき/きて/て流/流る/るる/泉川/のは/はら/てな/なが/がる/いづ/づみ/みが/がは/みかのかの原/かの原わきて/わきてきて流/きて流て流る/て流る流るる/流るるかのは/かのはのはら/のはらきてな/きてなてなが/てながながる/ながるがるる/がるるいづみ/いづみづみが/づみがみがは/みがはみかの原/みかの原わきて流/わきて流きて流る/きて流るて流るる/て流るるみかのは/みかのはかのはら/かの
28,65,262,やまざ/山里は/冬ぞ寂/ぞ寂し/寂しさ/まさり/さりけ/りける/まざと/ざとは/ふゆぞ/ゆぞさ/ぞさび/さびし/びしさ/冬ぞ寂し/ぞ寂しさ/まさりけ/さりける/やまざと/まざとは/ふゆぞさ/ゆぞさび/ぞさびし/さびしさ/山里/里は/冬ぞ/ぞ寂/寂し/しさ/まさ/さり/りけ/ける/やま/まざ/ざと/とは/ふゆ/ゆぞ/ぞさ/さび/びし/やまざ山里は/山里は冬ぞ寂/冬ぞ寂ぞ寂し/ぞ寂し寂しさ/寂しさまさり/まさりさりけ/さりけりける/りけるまざと/まざとざとは/ざとはふゆぞ/ふゆぞゆぞさ/ゆぞさぞさび/ぞさびさびし/さびしびしさ/びしさ冬ぞ寂し/冬ぞ寂しぞ寂しさ/ぞ寂しさまさりけ/まさりけさりける/さりけるやまざと/やまざとまざとは/まざとはふゆぞさ
29,70,262,こころあ/心あて/あてに/折らば/らばや/ばや折/や折ら/折らむ/初霜の/こころ/ころあ/ろあて/をらば/ばやを/やをら/をらむ/はつし/つしも/しもの/心あてに/折らばや/らばや折/ばや折ら/や折らむ/ころあて/ろあてに/をらばや/らばやを/ばやをら/やをらむ/はつしも/つしもの/心あ/あて/てに/折ら/らば/ばや/や折/らむ/初霜/霜の/ここ/ころ/ろあ/をら/やを/はつ/つし/しも/もの/こころあ心あて/心あてあてに/あてに折らば/折らばらばや/らばやばや折/ばや折や折ら/や折ら折らむ/折らむ初霜の/初霜のこころ/こころころあ/ころあろあて/ろあてをらば/をらばばやを/ばやをやをら/やをらをらむ/をらむはつし/はつしつしも/つしもしもの/しもの心あ
30,67,262,ありあ/有明の/つれな/れなく/なく見/く見え/見えし/別れよ/れより/りあけ/あけの/なくみ/くみえ/みえし/わかれ/かれよ/つれなく/れなく見/なく見え/く見えし/別れより/ありあけ/りあけの/れなくみ/なくみえ/くみえし/わかれよ/かれより/有明/明の/つれ/れな/なく/く見/見え/えし/別れ/れよ/より/あり/りあ/あけ/けの/くみ/みえ/わか/かれ/ありあ有明の/有明のつれな/つれなれなく/れなくなく見/なく見く見え/く見え見えし/見えし別れよ/別れよれより/れよりりあけ/りあけあけの/あけのなくみ/なくみくみえ/くみえみえし/みえしわかれ/わかれかれよ/かれよつれなく/つれなくれなく見/れなく見なく見え/なく見えく見えし/く見えし別れよ
31,70,262,あさぼらけ　あ/朝ぼら/ぼらけ/有明の/明の月/の月と/見るま/るまで/までに/あさぼ/さぼら/ありあ/りあけ/あけの/けのつ/のつき/つきと/みるま/朝ぼらけ/有明の月/明の月と/見るまで/るまでに/あさぼら/さぼらけ/ありあけ/りあけの/あけのつ/けのつき/のつきと/みるまで/朝ぼ/ぼら/らけ/有明/明の/の月/月と/見る/るま/まで/でに/あさ/さぼ/あり/りあ/あけ/けの/のつ/つき/きと/みる/あさぼらけ　あ朝ぼら/朝ぼらぼらけ/ぼらけ有明の/有明の明の月/明の月の月と/の月と見るま/見るまるまで/るまでまでに/までにあさぼ/あさぼさぼら/さぼらありあ/ありありあけ/りあけあけの/あけのけのつ/けのつのつき/のつきつきと/つきとみるま/みるま朝
32,62,262,やまが/山川に/風のか/のかけ/かけた/けたる/しがら/がらみ/らみは/まがは/がはに/かぜの/ぜのか/風のかけ/のかけた/かけたる/しがらみ/がらみは/やまがは/まがはに/かぜのか/ぜのかけ/山川/川に/風の/のか/かけ/けた/たる/しが/がら/らみ/みは/やま/まが/がは/はに/かぜ/ぜの/やまが山川に/山川に風のか/風のかのかけ/のかけかけた/かけたけたる/けたるしがら/しがらがらみ/がらみらみは/らみはまがは/まがはがはに/がはにかぜの/かぜのぜのか/ぜのか風のかけ/風のかけのかけた/のかけたかけたる/かけたるしがらみ/しがらみがらみは/がらみはやまがは/やまがはまがはに/まがはにかぜのか/かぜのかぜのかけ/ぜのかけ山川/山川川に
33,64,262,ひさ/ひさか/さかた/かたの/光のど/のどけ/どけき/春の日/の日に/ひかり/かりの/りのど/はるの/るのひ/のひに/ひさかた/さかたの/光のどけ/のどけき/春の日に/ひかりの/かりのど/りのどけ/はるのひ/るのひに/さか/かた/たの/光の/のど/どけ/けき/春の/の日/日に/ひか/かり/りの/はる/るの/のひ/ひに/ひさひさか/ひさかさかた/さかたかたの/かたの光のど/光のどのどけ/のどけどけき/どけき春の日/春の日の日に/の日にひかり/ひかりかりの/かりのりのど/りのどはるの/はるのるのひ/るのひのひに/のひにひさかた/ひさかたさかたの/さかたの光のどけ/光のどけのどけき/のどけき春の日に/春の日にひかりの/ひかりのかりのど/かりのどりの
34,68,262,たれ/誰をか/をかも/知る人/る人に/人にせ/にせむ/高砂の/たれを/れをか/しるひ/るひと/ひとに/とにせ/たかさ/かさご/さごの/誰をかも/知る人に/る人にせ/人にせむ/たれをか/れをかも/しるひと/るひとに/ひとにせ/とにせむ/たかさご/かさごの/誰を/をか/かも/知る/る人/人に/にせ/せむ/高砂/砂の/れを/しる/るひ/ひと/とに/たか/かさ/さご/ごの/たれ誰をか/誰をかをかも/をかも知る人/知る人る人に/る人に人にせ/人にせにせむ/にせむ高砂の/高砂のたれを/たれをれをか/れをかしるひ/しるひるひと/るひとひとに/ひとにとにせ/とにせたかさ/たかさかさご/かさごさごの/さごの誰をかも/誰をかも知る人に/知る人にる人にせ/る人にせ人にせむ
35,64,262,ひとは/人はい/はいさ/心も知/も知ら/知らず/ふるさ/るさと/さとは/とはい/こころ/ころも/ろもし/もしら/しらず/人はいさ/心も知ら/も知らず/ふるさと/るさとは/ひとはい/とはいさ/こころも/ころもし/ろもしら/もしらず/人は/はい/いさ/心も/も知/知ら/らず/ふる/るさ/さと/とは/ひと/ここ/ころ/ろも/もし/しら/ひとは人はい/人はいはいさ/はいさ心も知/心も知も知ら/も知ら知らず/知らずふるさ/ふるさるさと/るさとさとは/さとはとはい/とはいこころ/こころころも/ころもろもし/ろもしもしら/もしらしらず/しらず人はいさ/人はいさ心も知ら/心も知らも知らず/も知らずふるさと/ふるさとるさとは/るさとはひとはい/ひとはいとはいさ
